id,name,address,lat,lon,stars,amenities,image_urls
B-28495,Z Express Icarus,"Site No. 4, BommaNOhalli C.M.C old Khatha No. 230, present Khatha No. 169, formed in converted Survey No. 164/1 situated at Bilekahalli Village (Doresani Palaya), Begur Hobli, Bangalore, Bangalore, India, Bangalore, Karnataka, India, 560078",12.89964,77.59169,2.0,Bilingual Staff|Wifi|Housekeeping|Multilingual Staff|Cctv,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28495/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28495/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28495/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28495/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28495/4.jpeg
B-54528,"HomeSlice Nazaara, HomeStay in BTM","#37, 35th Main, 6th cross road,  KAS Officers colony, BTM Layout,, Bangalore, Karnataka, India, 560068",12.91367,77.61848,3.0,Laundry Facilities|Terrace|Shared Kitchen|Wifi|Wifi|Wifi|Wifi|Parking|Pet Friendly|Pet-Friendly|Housekeeping|Cashless Payment Service|Invoice Provided,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54528/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54528/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54528/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54528/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54528/4.jpg
B-97576,Capital O 47538 Prime Residency,"Prime Residency, No 51,51/1,HBR layout,1st block,1st stage, Kacharkanalli,, BANGALORE, INDIA, 560043",13.01675,77.62861,3.0,Air Conditioner|Laundry Facilities|Wifi|Wifi|Parking,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-97576/0.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-97576/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-97576/2.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-97576/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-97576/4.jpg
B-54243,"Otium by the Oterra, Bengaluru","26/A, Electronic city,Phase 1, Bangalore, Karnataka, India, 560100",12.84532,77.66492,3.0,Laundry Facilities|Library|Smoking Area|Restaurant|Room Service|Fitness Center|Fitness Center|Swimming Pool|Wifi|Wifi|Airport Transportation|Parking|Parking|Shuttle Service|Elevator|Wheelchair Accessible|Babysitting|Concierge|Facilities For Disabled Guests|Front Desk|Luggage Storage|Cash Withdrawal,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54243/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54243/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54243/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54243/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-54243/4.jpeg
B-74852,Hotel O M S R,"1, Budweiser, Thanisandra Main Road, Ashwath Nagar, Thanisandra, Yelahanka Zone, Bengaluru, East, Bangalore Urban, Bangalore, Karnataka, India, 560045",13.05353,77.63181,2.0,Shower|Room Service|Housekeeping|Multilingual Staff|Cctv|Fire Safety,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-74852/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-74852/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-74852/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-74852/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-74852/4.jpg
B-53574,Catalyst Suites Rajajinagar,"Dr. Rajkumar Road, Stage-2,Rajajinagar, 526/A, Bengaluru, KA, India, 560010",12.997816,77.55447,3.0,Laundry Facilities|Smoking Area|Terrace|Breakfast|Water Dispenser|Spa|Wifi|No Accessible Shuttle|Parking|Parking|Parking|Elevator|Elevator|Wheelchair Accessible|Wheelchair Accessible|Wheelchair Accessible|Concierge,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-53574/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-53574/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-53574/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-53574/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-53574/4.jpg
B-22772,Roxel Inn Express Diamond District,"Diamond District, Old Aiport Road, BANGALORE, India, 560008",12.96,77.64,2.0,,
B-37053,Apple Tree Apart Hotel,"1st Cross 1st Main Tavarekere Main Road, Bengaluru, India, 560029",12.932035,77.60947,2.0,,
B-61573,Lotus Royal Homes,"No 6, Munnireddy Layout, Panathur Main Road, Outer Ring Road, Kadubeesanahaali, Marathahalli, BANGALORE, India, 560103",12.94,77.7,3.0,,
B-58546,FabHotel Living Suits,"3rd Floor, No.448/388, SRK Towers, Bannerghatta Main Road, Bilekahalli, Bannerghatta Main Rd, Bilekahalli, Bangalore, Karnataka, India, 560076",12.897732,77.59912,3.0,Air Conditioner|Room Service|Elevator|Housekeeping|Multilingual Staff|Wakeup Service|Cctv|Doctor,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-58546/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-58546/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-58546/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-58546/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-58546/4.jpg
B-16622,Z Express Columbuz,"Site No 42, formed out of SY no 84/1B, bearing new bbmp khatha no 19/1, PID no. 66-60-19/1 situated at 2nd cross, maruthi NOgar, madiwala extension, tavarkere village,begur hobli, bangaloere south taluk, Bangalore, India, Zolo Columbuz - Best PG in BTM Layout | Coliving PG, Bangalore, Karnataka, India, 560029",12.926832,77.61422,2.0,Bilingual Staff|Wifi|Elevator|Housekeeping|Cctv,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-16622/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-16622/1.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-16622/2.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-16622/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-16622/4.jpeg
B-70310,"Treebo YC Grand Boutique, Electronic City","Site No - 295, 1st Cross, Neeladri Nagar, Phase 1, Near Ajmera Stone Park Main Gate, Bangalore, Karnataka, India, 560100",12.838316,77.650635,3.0,Air Conditioner|Food Delivery|Iron/Ironing Board|Iron/Ironing Board|Laundry Facilities|Laundry Facilities|Laundry Facilities|Mosquito Net|Seating Area|Smoke-Complimentary Property|Smoke-Complimentary Property|Work Desk|Work Desk|Bathroom|Clothes Rack|Electric Kettle|Electric Kettle|Fan|Complimentary Bottled Water|Mirror|Shower|Telephone|Toiletries|Towels|Wardrobe|Non-Smoking Rooms|Breakfast|Restaurant|Room Service|Tv|Wifi|Wifi|Wifi|Wifi|Wifi|Airport Transportation|Car Rental|Parking|Accessible By Elevator|Elevator|Family Room|Front Desk|Grooming Service|Housekeeping|Luggage Storage|Wake-Up Service|Fire Extinguishers|First Aid Kit|Cashless Payment Service|Invoice Provided|Xerox/Fax,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-70310/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-70310/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-70310/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-70310/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-70310/4.jpg
B-65590,The Royal Pride,"Hosur Main Road, Near Forum Mall, BANGALORE, India, 560029",12.935658,77.60868,,,
B-28544,Air Avenue Hotel,"A17-18,  3rd Main Rd, Bengaluru, Karnataka, India, 562157",13.147715,77.61974,3.0,Laundry Facilities|Laundry Facilities|Smoke-Complimentary Property|Terrace|Breakfast|Restaurant|Parking|Elevator|Concierge|Luggage Storage|Tours/Ticket Assistance|Safe Deposit Box|Business Center,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28544/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28544/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28544/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28544/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28544/4.jpg
B-28804,Fabhotel Prime Signature Inn,"40/1-5/1, Purinma Bhavan, Old Madras Rd, Nagavarapalya CV Raman Nagar, Bengaluru, Karnataka, India, 560093",12.993732,77.66305,3.0,Smoke-Complimentary Property|Breakfast|Upper Floors Accessible By Stairs Only|Wheelchair Accessible|Safe Deposit Box,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28804/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28804/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28804/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28804/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-28804/4.jpg
B-86460,Hotel Sandalwood Inn - Rooms and Spa,"Hotel Sandalwood Inn, Bangalore, Karnataka, India, 560009",12.976213,77.57826,2.0,Check-In|Currency Exchange|Dry Cleaning|Food Delivery|Gift/Souvenir Shop|Iron/Ironing Board|Iron/Ironing Board|Laundry Facilities|Private Check-In Checkout|Shops|Smoke-Complimentary Property|Bathroom|Fan|Mirror|Shower|Shower|Toiletries|Non-Smoking Rooms|Grocery Delivery|Restaurant|Room Service|Executive Lounge Access|Newspaper|Spa|Spa|Spa/Sauna|Tv|Tv|Wifi|Wifi|Wifi|Wifi|Wifi|Airport Transportation|Car Rental|Parking|Parking|Taxi Service|Accessible By Elevator|Elevator|Family Room|Front Desk|Grooming Service|Housekeeping|Luggage Storage|Postal Service|Ticket Services|Wake-Up Service|Doctor|Fire Extinguishers|First Aid Kit|Cash Withdrawal|Cashless Payment Service|Invoice Provided|Xerox/Fax,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86460/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86460/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86460/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86460/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86460/4.jpg
B-36572,Fabhotel Astra Berry'S,"36, Sri Chaitanya Techno School Rd, Kadubeesanahalli, Marathahalli, Bengaluru, India, 560103",12.941885,77.69714,3.0,Smoking Area|Smoking Area|Breakfast|Upper Floors Accessible By Stairs Only|Wheelchair Accessible|Front Desk|Luggage Storage|Safe Deposit Box,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-36572/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-36572/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-36572/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-36572/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-36572/4.jpg
B-23837,Snap Inn Rooms By The Buzz House,"603/208/2 gattahalli, huskuru, 26, Anekal, Karnataka, India, 560099",12.868142,77.69371,3.0,Bar/Lounges|Coffee Shop/Cafe|Laundry Facilities|Smoking Area|Smoking Area|Restaurant|No Accessible Shuttle|Parking|Wheelchair Accessible|Lockers Available,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23837/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23837/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23837/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23837/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23837/4.jpg
B-76234,Hotel ABM International,"232, near anand rao circle sc road, Bangalore, Karnataka, India, 560009",12.977029,77.57731,3.0,Convenience Store|Currency Exchange|Dry Cleaning|Food Delivery|Iron/Ironing Board|Laundry Facilities|Laundry Facilities|Laundry Facilities|Lockers|Private Check-In Checkout|Smoke Alarms|Smoke-Complimentary Property|Smoking Area|Face Masks|Soundproof Rooms|Non-Smoking Rooms|Breakfast Available|Grocery Delivery|Individually-Wrapped Food Options|Meeting/Banquet Facilities|Restaurant|Room Service|Tv|Wifi|Wifi|Wifi|Wifi|Car Rental|Parking|Parking|Parking|Elevator|Kids Meal|Concierge|Front Desk|Grooming Service|Housekeeping|Luggage Storage|Ticket Services|Tours|Doctor|Fire Extinguishers|Sanitization|First Aid Kit|Cash Withdrawal|Cashless Payment Service|Invoice Provided|Xerox/Fax,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-76234/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-76234/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-76234/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-76234/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-76234/4.jpg
B-22595,Via Guru Residency - Kengeri,"No 693, 12/3, Chudanapura,Kodipalya Main, Road, Kengeri Hobli, Ramanagara, Bangalore, Karnataka, India, 560060",12.913642,77.49249,3.0,Smoking Area|Breakfast|Upper Floors Accessible By Stairs Only|Wheelchair Accessible,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-22595/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-22595/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-22595/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-22595/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-22595/4.jpg
B-53763,Treebo Trend Apple Tree Apartment&Suites,"No 31/3, Sadduguntepalya, Tavarekere Main Road, Bengaluru, India, 560029",12.931997,77.60945,3.0,,
B-39248,White Lotus By Orbit Hotels,"7th Main Rd, Bengaluru, KA, India, 560045",13.03772,77.61714,3.0,Laundry Facilities|Laundry Facilities|Smoking Area|Television In Common Areas|Wifi|No Accessible Shuttle|Parking|Wheelchair Accessible,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-39248/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-39248/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-39248/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-39248/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-39248/4.jpg
B-08128,FabHotel Royal N Comforts,"Madison Complex,Prop no: 1,1/3,Kodihalli, Mai Road, Ward No:71, Jeevan Bhim Nagar, Bengaluru, Karnataka, India, 560008",12.960299,77.64585,3.0,Smoking Area|Smoking Area|Breakfast|Upper Floors Accessible By Stairs Only|Wheelchair Accessible|Safe Deposit Box,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-08128/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-08128/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-08128/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-08128/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-08128/4.jpg
B-52832,FabHotel Sanctum Manor Koramangala,"111/112 3rd Cross 1st Main Rd, 7th Block Koramangala, Bangalore, India",12.93687,77.61455,3.0,,
B-18169,"Fressotel, Kanakapura Road","7 Kanakapura Rd  Kumaraswamy Layout, Bengaluru, KA, India, 560061",12.894416,77.56828,3.0,Laundry Facilities|Smoke-Complimentary Property|Restaurant|No Accessible Shuttle|Parking|Parking|Elevator|Elevator|Wheelchair Accessible|Wheelchair Accessible|Multilingual Staff|Conference Space|Meeting/Conference Facilities,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-18169/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-18169/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-18169/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-18169/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-18169/4.jpg
B-95279,Z Express Sphere,"1, 4th Cross Road, Service Rd, near Manyata Skywalk, Vyalikaval HBCS Layout, Nagavara, Bengaluru, Karnataka 560045, India, Bangalore, Karnataka, India, 560045",13.040743,77.62195,2.0,Room Service|Parking|Elevator|Housekeeping|Multilingual Staff|Cctv,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-95279/0.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-95279/1.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-95279/2.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-95279/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-95279/4.png
B-45471,Pink Floyd Boutique Hotel,"1st Main, 7th Block, Koramangala, No 62, 3rd Floor, Bengaluru, KA, India, 560095",12.936423,77.61511,2.0,Wifi|No Accessible Shuttle|Wheelchair Accessible|Housekeeping,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-45471/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-45471/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-45471/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-45471/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-45471/4.jpg
B-84252,Prince Service Apartment,"406,3rd Cross,East of NGEF,Opp. Indian Oil Petrol Pump, BANGALORE, India, 560016",13.0,77.66,2.0,,
B-96161,HOTEL KALYAN SUITES,"6th Cross Gandhinagar, BANGALORE, karnataka, India, 560009",12.979056,77.57597,3.0,Laundry Facilities|Smoke-Complimentary Property|Towels|Breakfast|Breakfast|Wifi|No Accessible Shuttle|Parking|Parking|Parking|Wheelchair Accessible|Luggage Storage|Tours/Ticket Assistance,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-96161/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-96161/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-96161/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-96161/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-96161/4.jpg
B-90131,Hotel Blue bell,"39 & 40, Chokkasandra Lake Road, Bengaluru, India, 560057",13.038716,77.51391,3.0,Laundry Facilities|Laundry Facilities|Newspapers|Smoke-Complimentary Property|Breakfast|Breakfast|Restaurant|Wifi|Parking|Wheelchair Accessible|Luggage Storage|Business Center,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-90131/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-90131/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-90131/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-90131/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-90131/4.jpg
B-86233,Chethan International,"6, Huskur Road, Makali, Hobli, Dasanapura,, Bengaluru, Karnataka, Bengaluru, Karnataka, India, 562162",13.068542,77.45226,2.0,Parking,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86233/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86233/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86233/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86233/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-86233/4.jpg
B-41191,Prakrathi Residency,"Bengaluru, Bangalore, Karnataka, India, 560068",12.883679,77.64079,3.0,Commercial Shops|Parking|Elevator|Cctv|Fire Safety,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41191/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41191/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41191/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41191/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41191/4.jpeg
B-43192,Lavelle Inn,"Ground Floor, Lavelle Mansion 1/2, Lavelle Road, BANGALORE, India, 560001",12.966368,77.59632,,,
B-73882,Suraksha Stay Brookfield,"AECS Layout Brookefield, Bengaluru, KA, India, 560037",12.96576,77.71392,3.0,Laundry Facilities|Laundry Facilities|Mosquito Net|Smoke-Complimentary Property|Towels|Breakfast|Restaurant|Shopping|Spa|Wifi|Parking|Parking|Parking|Elevator|Wheelchair Accessible|Luggage Storage|Tours/Ticket Assistance,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-73882/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-73882/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-73882/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-73882/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-73882/4.jpg
B-20197,Lutino Homes,"341, s s height, opp. to d mart, Govindpura, Ramamurthy Nagar, Bengaluru, Karnataka 560016, Bangalore, Karnataka, India, 560016",13.0119,77.66763,2.0,,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-20197/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-20197/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-20197/2.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-20197/3.png|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-20197/4.png
B-34186,The Chancery Hotel,"10/6, Lavelle Road, Bengaluru, Karnataka, India, 560001",12.975652,77.599236,3.0,Atm/Cash Machine|Bar/Lounges|Coffee Shop/Cafe|Gift Shops Or Newsstand|Hair Salon|Laundry Facilities|Laundry Facilities|Library|Smoking Area|Smoking Area|Terrace|Wedding Services|Microwave|Banquet Facilities|Breakfast|Restaurant|Restaurant|Snack Bar|Water Sports|Computer Station|Fitness Center|Newspaper|Spa|Spa|Television In Common Areas|Wifi|Wired Internet|Area Shuttle|Parking|Shuttle Service|Train Station Pickup|Valet Parking|Shuttle Service|Train Station Drop-Off|Elevator|Wheelchair Accessible|Wheelchair Accessible|Wheelchair Accessible|Wheelchair Accessible|Concierge|Express Check-Out|Luggage Storage|Multilingual Staff|Porter/Bellhop|Tours/Ticket Assistance|Lockers Available|Safe Deposit Box|Business Center|Conference Space|Meeting/Conference Facilities,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-34186/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-34186/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-34186/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-34186/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-34186/4.jpg
B-03044,Pride Biznotel Bengaluru Whitefield,"Siddhapura Main Rd, Nallurhalli, Whitefield, Bengaluru, Karnataka 560066, Bangalore, Karnataka, India, 560066",12.96888,77.73546,3.0,24-hour front desk,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-03044/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-03044/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-03044/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-03044/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-03044/4.jpeg
B-80615,Hotel Sayonara,"No 52 S C road Nelkalappa Circle Basvangudi  Bangalore  Karnataka560004 No 52 S C road Nelkalappa Circle Basvangudi  Banga  Chennai  India, No 52 S C road Nelkalappa Circle Basvangudi  Bangalore  Karnataka560004, Chennai, India",12.939793,77.57324,4.0,,
B-23580,Z Express Phoenix,"No.151/548, 1343/548, Old Khata No.1497, present Hulimangala Gram Panchayat Khata No 1343/548 Situated at MaragondaNOhalli Village, Jigani Hobli, Anekal Taluk, Bangalore , Bangalore, India, Bangalore, Karnataka, India, 560100",12.838376,77.64833,2.0,Bilingual Staff|Wifi|Housekeeping|Multilingual Staff|Cctv,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23580/0.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23580/1.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23580/2.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23580/3.jpeg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-23580/4.jpeg
B-05386,Bulande Hospitality Services ITPL Whitefield,"Keerthi Signature Apartment, ITPL Main Road, Opp.Prestige Shanti Niketan, BANGALORE, India, 560066",12.988946,77.72727,1.0,,
B-41325,Liwa- The Transit Hotel,"32, Next to GKVK, Near LT Company, Jakkur Plantationsm Airport Road, Bengaluru, Karnataka, India, 560064",13.072529,77.59265,3.0,Coffee Shop/Cafe|Laundry Facilities|Laundry Facilities|Library|Rooftop Terrace|Smoking Area|Banquet Facilities|Bbq Facilities|Breakfast|Restaurant|Restaurant|Water Sports|Fitness Center|Fitness Facilities|Wifi|No Accessible Shuttle|Parking|Parking|Valet Parking|Elevator|Wheelchair Accessible|Wheelchair Accessible|Wheelchair Accessible|Wheelchair Accessible|Wheelchair Accessible|Concierge|Luggage Storage|Multilingual Staff|Porter/Bellhop|Tours/Ticket Assistance|Safe Deposit Box|Business Center|Conference Space|Meeting/Conference Facilities,https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41325/0.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41325/1.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41325/2.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41325/3.jpg|https://storage.googleapis.com/hotels-assignment-assets-2c4f/img/b/B-41325/4.jpg
